Date,Total Pressure [m],Air Pressure [m],Stage [m],Discharge [m3/s],temperature [degrees C]
6/13/2016 0:00,9.816,9.609774508,0.206225492,0.083531491,-0.1
6/13/2016 0:05,9.81,9.609715016,0.200284984,0.077784801,-0.1
6/13/2016 0:10,9.804,9.609655524,0.194344476,0.07227817,-0.1
6/13/2016 0:15,9.8,9.609596032,0.190403968,0.068756358,-0.1
6/13/2016 0:20,9.793,9.60953654,0.18346346,0.062803954,-0.1
6/13/2016 0:25,9.788,9.609477048,0.178522952,0.058759233,-0.1
6/13/2016 0:30,9.78,9.609417556,0.170582444,0.052588411,-0.1
6/13/2016 0:35,9.774,9.609358064,0.164641936,0.048233698,-0.1
6/13/2016 0:40,9.768,9.609298572,0.158701428,0.04409927,-0.1
6/13/2016 0:45,9.762,9.60923908,0.15276092,0.040181606,-0.1
6/13/2016 0:50,9.756,9.609179588,0.146820412,0.036477107,-0.1
6/13/2016 0:55,9.752,9.609120096,0.142879904,0.034135607,-0.1
6/13/2016 1:00,9.748,9.609060604,0.138939396,0.031885191,-0.1
6/13/2016 1:05,9.744,9.609222059,0.134777941,0.029606252,-0.1
6/13/2016 1:10,9.741,9.609383514,0.131616486,0.0279412,-0.1
6/13/2016 1:15,9.736,9.609544969,0.126455031,0.025344071,-0.1
6/13/2016 1:20,9.732,9.609706424,0.122293576,0.0233581,-0.1
6/13/2016 1:25,9.727,9.609867879,0.117132121,0.021026563,-0.1
6/13/2016 1:30,9.723,9.610029335,0.112970666,0.019251169,-0.1
6/13/2016 1:35,9.719,9.61019079,0.10880921,0.017567415,-0.1
6/13/2016 1:40,9.714,9.610352245,0.103647755,0.015604123,-0.1
6/13/2016 1:45,9.71,9.6105137,0.0994863,0.014120189,-0.1
6/13/2016 1:50,9.703,9.610675155,0.092324845,0.011768494,-0.1
6/13/2016 1:55,9.7,9.61083661,0.08916339,0.010809857,-0.1
6/13/2016 2:00,9.696,9.610998065,0.085001935,0.009620554,-0.1
6/13/2016 2:05,9.691,9.611006571,0.079993429,0.008296277,-0.1
6/13/2016 2:10,9.689,9.611015077,0.077984923,0.007797442,-0.1
6/13/2016 2:15,9.686,9.611023583,0.074976417,0.007084126,-0.1
6/13/2016 2:20,9.682,9.61103209,0.07096791,0.006195763,-0.1
6/13/2016 2:25,9.679,9.611040596,0.067959404,0.005574665,-0.1
6/13/2016 2:30,9.677,9.611049102,0.065950898,0.005181394,-0.1
6/13/2016 2:35,9.675,9.611057608,0.063942392,0.004804982,-0.1
6/13/2016 2:40,9.674,9.611066114,0.062933886,0.004622265,-0.1
6/13/2016 2:45,9.67,9.611074621,0.058925379,0.0039369,-0.1
6/13/2016 2:50,9.669,9.611083127,0.057916873,0.003774605,-0.1
6/13/2016 2:55,9.669,9.611091633,0.057908367,0.003773253,-0.1
6/13/2016 3:00,9.667,9.611100139,0.055899861,0.00346203,-0.1
6/13/2016 3:05,9.666,9.610955696,0.055044304,0.003334235,-0.1
6/13/2016 3:10,9.666,9.610811253,0.055188747,0.003355612,-0.1
6/13/2016 3:15,9.665,9.610666811,0.054333189,0.003230167,-0.1
6/13/2016 3:20,9.663,9.610522368,0.052477632,0.002967728,-0.1
6/13/2016 3:25,9.661,9.610377925,0.050622075,0.002718306,-0.1
6/13/2016 3:30,9.66,9.610233482,0.049766518,0.002607631,-0.1
6/13/2016 3:35,9.658,9.610089039,0.047910961,0.002376859,-0.1
6/13/2016 3:40,9.658,9.609944596,0.048055404,0.002394372,-0.1
6/13/2016 3:45,9.657,9.609800153,0.047199847,0.002291746,-0.1
6/13/2016 3:50,9.656,9.609655711,0.046344289,0.002191762,-0.1
6/13/2016 3:55,9.656,9.609511268,0.046488732,0.002208458,-0.1
6/13/2016 4:00,9.654,9.609366825,0.044633175,0.001999634,-0.1
6/13/2016 4:05,9.654,9.609451776,0.044548224,0.001990365,-0.1
6/13/2016 4:10,9.653,9.609536727,0.043463273,0.001874219,-0.1
6/13/2016 4:15,9.653,9.609621678,0.043378322,0.001865298,-0.1
6/13/2016 4:20,9.653,9.609706629,0.043293371,0.001856403,-0.1
6/13/2016 4:25,9.653,9.60979158,0.04320842,0.001847532,-0.1
6/13/2016 4:30,9.651,9.609876531,0.04112347,0.001637624,-0.1
6/13/2016 4:35,9.653,9.609961481,0.043038519,0.001829867,-0.1
6/13/2016 4:40,9.653,9.610046432,0.042953568,0.001821071,-0.1
6/13/2016 4:45,9.653,9.610131383,0.042868617,0.001812301,-0.1
6/13/2016 4:50,9.654,9.610216334,0.043783666,0.001908089,-0.1
6/13/2016 4:55,9.654,9.610301285,0.043698715,0.001899074,-0.1
6/13/2016 5:00,9.657,9.610386236,0.046613764,0.00222297,-0.1
6/13/2016 5:05,9.658,9.610488208,0.047511792,0.002328857,-0.1
6/13/2016 5:10,9.66,9.610590179,0.049409821,0.002562289,-0.1
6/13/2016 5:15,9.663,9.610692151,0.052307849,0.002944368,0
6/13/2016 5:20,9.666,9.610794122,0.055205878,0.003358152,0
6/13/2016 5:25,9.67,9.610896094,0.059103906,0.00396605,0
6/13/2016 5:30,9.674,9.610998065,0.063001935,0.004634462,0
6/13/2016 5:35,9.679,9.611100037,0.067899963,0.005562782,0
6/13/2016 5:40,9.686,9.611202009,0.074797991,0.007043086,0
6/13/2016 5:45,9.693,9.61130398,0.08169602,0.008733495,0
6/13/2016 5:50,9.702,9.611405952,0.090594048,0.011237721,0
6/13/2016 5:55,9.711,9.611507923,0.099492077,0.014122189,0
6/13/2016 6:00,9.722,9.611609895,0.110390105,0.018196356,0
6/13/2016 6:05,9.732,9.611609895,0.120390105,0.022481417,0
6/13/2016 6:10,9.744,9.611609895,0.132390105,0.028343395,0
6/13/2016 6:15,9.755,9.611609895,0.143390105,0.034433618,0
6/13/2016 6:20,9.764,9.611609895,0.152390105,0.039944166,0
6/13/2016 6:25,9.771,9.611609895,0.159390105,0.044567395,0
6/13/2016 6:30,9.78,9.611609895,0.168390105,0.050955441,0
6/13/2016 6:35,9.786,9.611609895,0.174390105,0.055497081,0
6/13/2016 6:40,9.795,9.611609895,0.183390105,0.062742735,0
6/13/2016 6:45,9.801,9.611609895,0.189390105,0.067866969,0
6/13/2016 6:50,9.804,9.611609895,0.192390105,0.070518488,0
6/13/2016 6:55,9.804,9.611609895,0.192390105,0.070518488,0
6/13/2016 7:00,9.804,9.611609895,0.192390105,0.070518488,0
6/13/2016 7:05,9.801,9.611830842,0.189169158,0.067674055,0
6/13/2016 7:10,9.8,9.612051789,0.187948211,0.066613849,0
6/13/2016 7:15,9.797,9.612272736,0.184727264,0.0638642,0
6/13/2016 7:20,9.793,9.612493683,0.180506317,0.06036391,0
6/13/2016 7:25,9.792,9.61271463,0.17928537,0.059373063,0
6/13/2016 7:30,9.79,9.612935577,0.177064423,0.057595425,0
6/13/2016 7:35,9.789,9.613156524,0.175843476,0.056631737,0
6/13/2016 7:40,9.788,9.613377471,0.174622529,0.055677626,0
6/13/2016 7:45,9.788,9.613598418,0.174401582,0.055505988,0
6/13/2016 7:50,9.788,9.613819365,0.174180635,0.055334662,0
6/13/2016 7:55,9.789,9.614040312,0.174959688,0.055940144,0
6/13/2016 8:00,9.79,9.614261259,0.175738741,0.056549516,0
6/13/2016 8:05,9.79,9.614227286,0.175772714,0.056576179,0
6/13/2016 8:10,9.793,9.614193312,0.178806688,0.058987232,0
6/13/2016 8:15,9.795,9.614159339,0.180840661,0.060636932,0
6/13/2016 8:20,9.797,9.614125365,0.182874635,0.062313542,0
6/13/2016 8:25,9.8,9.614091391,0.185908609,0.064864749,0
6/13/2016 8:30,9.802,9.614057418,0.187942582,0.066608984,0
6/13/2016 8:35,9.806,9.614023445,0.191976555,0.070149411,0
6/13/2016 8:40,9.807,9.613989471,0.193010529,0.071074336,0
6/13/2016 8:45,9.81,9.613955497,0.196044503,0.073829695,0
6/13/2016 8:50,9.813,9.613921524,0.199078476,0.076647088,0
6/13/2016 8:55,9.814,9.613887551,0.200112449,0.077621498,0
6/13/2016 9:00,9.818,9.613853577,0.204146423,0.081492754,0
6/13/2016 9:05,9.821,9.613896057,0.207103943,0.084401844,0
6/13/2016 9:10,9.822,9.613938536,0.208061464,0.085356606,0
6/13/2016 9:15,9.825,9.613981016,0.211018984,0.088345709,0
6/13/2016 9:20,9.828,9.614023496,0.213976504,0.091395692,0
6/13/2016 9:25,9.833,9.614065975,0.218934025,0.096645781,0.1
6/13/2016 9:30,9.835,9.614108455,0.220891545,0.098766603,0.1
6/13/2016 9:35,9.84,9.614150935,0.225849065,0.104259655,0.1
6/13/2016 9:40,9.843,9.614193414,0.228806586,0.107620478,0.1
6/13/2016 9:45,9.847,9.614235894,0.232764106,0.112216408,0.1
6/13/2016 9:50,9.851,9.614278374,0.236721626,0.11692614,0.1
6/13/2016 9:55,9.855,9.614320853,0.240679147,0.121750518,0.1
6/13/2016 10:00,9.859,9.614363333,0.244636667,0.126690379,0.1
6/13/2016 10:05,9.864,9.614405813,0.249594187,0.13304267,0.1
6/13/2016 10:10,9.87,9.614448292,0.255551708,0.140920038,0.1
6/13/2016 10:15,9.875,9.614490772,0.260509228,0.147679843,0.1
6/13/2016 10:20,9.88,9.614533252,0.265466748,0.154627269,0.1
6/13/2016 10:25,9.887,9.614575731,0.272424269,0.164696881,0.1
6/13/2016 10:30,9.892,9.614618211,0.277381789,0.17210158,0.1
6/13/2016 10:35,9.897,9.614660691,0.282339309,0.179699137,0.1
6/13/2016 10:40,9.903,9.61470317,0.28829683,0.189086481,0.1
6/13/2016 10:45,9.91,9.61474565,0.29525435,0.200408294,0.1
6/13/2016 10:50,9.917,9.61478813,0.30221187,0.212120504,0.1
6/13/2016 10:55,9.924,9.614830609,0.309169391,0.224227122,0.1
6/13/2016 11:00,9.933,9.614873089,0.318126911,0.240401038,0.1
6/13/2016 11:05,9.941,9.61495804,0.32604196,0.255248811,0.1
6/13/2016 11:10,9.948,9.615042991,0.332957009,0.268652418,0.1
6/13/2016 11:15,9.954,9.615127941,0.338872059,0.280440148,0.1
6/13/2016 11:20,9.962,9.615212892,0.346787108,0.296682873,0.1
6/13/2016 11:25,9.99,9.615297843,0.374702157,0.358332444,0.1
6/13/2016 11:30,9.999,9.615382794,0.383617206,0.37947995,0.1
6/13/2016 11:35,10.007,9.615467745,0.391532255,0.398857643,0.1
6/13/2016 11:40,10.012,9.615552696,0.396447304,0.411178187,0.1
6/13/2016 11:45,10.02,9.615637647,0.404362353,0.431485344,0.1
6/13/2016 11:50,10.026,9.615722597,0.410277403,0.447039616,0.1
6/13/2016 11:55,10.032,9.615807548,0.416192452,0.462919864,0.1
6/13/2016 12:00,10.04,9.615892499,0.424107501,0.484683061,0.1
6/13/2016 12:05,10.045,9.615892499,0.429107501,0.498735966,0.1
6/13/2016 12:10,10.05,9.615892499,0.434107501,0.513026423,0.1
6/13/2016 12:15,10.054,9.615892499,0.438107501,0.524630638,0.1
6/13/2016 12:20,10.059,9.615892499,0.443107501,0.539351732,0.1
6/13/2016 12:25,10.064,9.615892499,0.448107501,0.554313746,0.1
6/13/2016 12:30,10.068,9.615892499,0.452107501,0.566457618,0.1
6/13/2016 12:35,10.071,9.615892499,0.455107501,0.575667573,0.1
6/13/2016 12:40,10.075,9.615892499,0.459107501,0.588084062,0.1
6/13/2016 12:45,10.078,9.615892499,0.462107501,0.597499169,0.1
6/13/2016 12:50,10.083,9.615892499,0.467107501,0.613387457,0.1
6/13/2016 12:55,10.087,9.615892499,0.471107501,0.626275555,0.1
6/13/2016 13:00,10.09,9.615892499,0.474107501,0.636045539,0.1
6/13/2016 13:05,10.094,9.615731095,0.478268905,0.649745794,0.1
6/13/2016 13:10,10.097,9.615569691,0.481430309,0.660269141,0.1
6/13/2016 13:15,10.099,9.615408287,0.483591713,0.667521266,0.1
6/13/2016 13:20,10.104,9.615246883,0.488753117,0.685028649,0.1
6/13/2016 13:25,10.108,9.615085479,0.492914521,0.699339142,0.1
6/13/2016 13:30,10.11,9.614924075,0.495075926,0.70684087,0.1
6/13/2016 13:35,10.113,9.61476267,0.49823733,0.717898512,0.1
6/13/2016 13:40,10.115,9.614601266,0.500398734,0.725516797,0.1
6/13/2016 13:45,10.118,9.614439862,0.503560138,0.736745324,0.1
6/13/2016 13:50,10.118,9.614278458,0.503721542,0.737321323,0.1
6/13/2016 13:55,10.12,9.614117054,0.505882946,0.745060272,0.1
6/13/2016 14:00,10.122,9.61395565,0.50804435,0.752846935,0.1
6/13/2016 14:05,10.125,9.613938638,0.511061362,0.76379596,0.1
6/13/2016 14:10,10.127,9.613921626,0.513078374,0.77116796,0.1
6/13/2016 14:15,10.128,9.613904613,0.514095387,0.774900899,0.1
6/13/2016 14:20,10.13,9.613887601,0.516112399,0.782335817,0.1
6/13/2016 14:25,10.131,9.613870589,0.517129411,0.786100522,0.1
6/13/2016 14:30,10.131,9.613853577,0.517146423,0.786163588,0.1
6/13/2016 14:35,10.132,9.613836564,0.518163436,0.789939138,0.1
6/13/2016 14:40,10.134,9.613819552,0.520180448,0.797458673,0.1
6/13/2016 14:45,10.134,9.61380254,0.52019746,0.797522274,0.1
6/13/2016 14:50,10.135,9.613785528,0.521214472,0.801329878,0.1
6/13/2016 14:55,10.135,9.613768515,0.521231485,0.801393662,0.1
6/13/2016 15:00,10.137,9.613751503,0.523248497,0.808977206,0.1
6/13/2016 15:05,10.137,9.613615515,0.523384485,0.809490008,0.1
6/13/2016 15:10,10.137,9.613479528,0.523520472,0.810003001,0.1
6/13/2016 15:15,10.139,9.61334354,0.52565646,0.818085874,0.1
6/13/2016 15:20,10.139,9.613207552,0.525792448,0.818602073,0.1
6/13/2016 15:25,10.139,9.613071565,0.525928435,0.819118465,0.1
6/13/2016 15:30,10.14,9.612935577,0.527064423,0.823439708,0.1
6/13/2016 15:35,10.14,9.612799589,0.527200411,0.823957898,0.1
6/13/2016 15:40,10.14,9.612663602,0.527336398,0.82447628,0.1
6/13/2016 15:45,10.142,9.612527614,0.529472386,0.832643871,0.1
6/13/2016 15:50,10.142,9.612391626,0.529608374,0.833165469,0.1
6/13/2016 15:55,10.14,9.612255639,0.527744361,0.82603258,0.1
6/13/2016 16:00,10.139,9.612119651,0.526880349,0.822738589,0.1
6/13/2016 16:05,10.137,9.61210269,0.52489731,0.815207722,0.1
6/13/2016 16:10,10.139,9.612085728,0.526914272,0.82286777,0.1
6/13/2016 16:15,10.135,9.612068767,0.522931233,0.807781566,0.1
6/13/2016 16:20,10.134,9.612051806,0.521948194,0.804083513,0.1
6/13/2016 16:25,10.132,9.612034845,0.519965155,0.796654045,0.1
6/13/2016 16:30,10.13,9.612017884,0.517982117,0.789265228,0.1
6/13/2016 16:35,10.13,9.612000922,0.517999078,0.789328253,0.1
6/13/2016 16:40,10.128,9.611983961,0.516016039,0.781979671,0.1
6/13/2016 16:45,10.127,9.611967,0.515033,0.778351831,0.1
6/13/2016 16:50,10.125,9.611950039,0.513049961,0.771063823,0.1
6/13/2016 16:55,10.125,9.611933077,0.513066923,0.771125987,0.1
6/13/2016 17:00,10.123,9.611916116,0.511083884,0.763878045,0.1
6/13/2016 17:05,10.12,9.611899104,0.508100896,0.753051289,0.1
6/13/2016 17:10,10.119,9.611882092,0.507117908,0.749503493,0.1
6/13/2016 17:15,10.118,9.611865079,0.506134921,0.745965577,0.1
6/13/2016 17:20,10.118,9.611848067,0.506151933,0.746026722,0.1
6/13/2016 17:25,10.118,9.611831055,0.506168945,0.746087871,0.1
6/13/2016 17:30,10.116,9.611814043,0.504185957,0.738980152,0.1
6/13/2016 17:35,10.118,9.61179703,0.50620297,0.746210177,0.1
6/13/2016 17:40,10.115,9.611780018,0.503219982,0.735532289,0
6/13/2016 17:45,10.115,9.611763006,0.503236994,0.735592929,0
6/13/2016 17:50,10.115,9.611745994,0.503254006,0.735653572,0
6/13/2016 17:55,10.113,9.611728981,0.501271019,0.728604779,0
6/13/2016 18:00,10.113,9.611711969,0.501288031,0.728665081,0
6/13/2016 18:05,10.11,9.611839451,0.498160549,0.717628758,0
6/13/2016 18:10,10.107,9.611966932,0.495033068,0.706691663,0
6/13/2016 18:15,10.106,9.612094413,0.493905587,0.702773036,0
6/13/2016 18:20,10.101,9.612221895,0.488778105,0.685114058,0
6/13/2016 18:25,10.099,9.612349377,0.486650623,0.67786475,0
6/13/2016 18:30,10.097,9.612476858,0.484523142,0.670660892,0
6/13/2016 18:35,10.095,9.612604339,0.482395661,0.663502394,0
6/13/2016 18:40,10.09,9.612731821,0.477268179,0.646435449,0
6/13/2016 18:45,10.087,9.612859303,0.474140697,0.636154148,0
6/13/2016 18:50,10.083,9.612986784,0.470013216,0.622734028,0
6/13/2016 18:55,10.08,9.613114266,0.466885734,0.612677542,0
6/13/2016 19:00,10.075,9.613241747,0.461758253,0.596398561,0
6/13/2016 19:05,10.073,9.613445682,0.459554318,0.58948075,0
6/13/2016 19:10,10.069,9.613649617,0.455350383,0.576417055,0
6/13/2016 19:15,10.065,9.613853551,0.451146449,0.56352572,0
6/13/2016 19:20,10.062,9.614057486,0.447942514,0.553816182,0
6/13/2016 19:25,10.057,9.614261421,0.442738579,0.538257328,0
6/13/2016 19:30,10.054,9.614465356,0.439534645,0.528807962,0
6/13/2016 19:35,10.052,9.61466929,0.43733071,0.52236514,0
6/13/2016 19:40,10.049,9.614873225,0.434126775,0.513081971,0
6/13/2016 19:45,10.047,9.61507716,0.43192284,0.506753164,0
6/13/2016 19:50,10.044,9.615281094,0.428718906,0.497635289,0
6/13/2016 19:55,10.042,9.615485029,0.426514971,0.491419874,0
6/13/2016 20:00,10.04,9.615688964,0.424311036,0.48525049,0
6/13/2016 20:05,10.036,9.615790936,0.420209064,0.47389022,0
6/13/2016 20:10,10.033,9.615892907,0.417107093,0.46540465,0
6/13/2016 20:15,10.031,9.615994879,0.415005121,0.459705966,0
6/13/2016 20:20,10.028,9.61609685,0.41190315,0.451371718,0
6/13/2016 20:25,10.024,9.616198822,0.407801178,0.440488562,0
6/13/2016 20:30,10.023,9.616300793,0.406699207,0.437591535,0
6/13/2016 20:35,10.02,9.616402765,0.403597235,0.429497083,0
6/13/2016 20:40,10.019,9.616504737,0.402495263,0.426642981,0
6/13/2016 20:45,10.017,9.616606708,0.400393292,0.421229981,0
6/13/2016 20:50,10.016,9.61670868,0.39929132,0.41840846,0
6/13/2016 20:55,10.012,9.616810651,0.395189349,0.408003809,0
6/13/2016 21:00,10.011,9.616912623,0.394087377,0.405234966,0
6/13/2016 21:05,10.009,9.617159037,0.391840963,0.399624977,0
6/13/2016 21:10,10.007,9.617405452,0.389594548,0.394061067,0
6/13/2016 21:15,10.005,9.617651866,0.387348134,0.388543118,0
6/13/2016 21:20,10.002,9.617898281,0.384101719,0.380649803,0
6/13/2016 21:25,9.999,9.618144695,0.380855305,0.372851883,0
6/13/2016 21:30,9.996,9.61839111,0.37760889,0.365149001,0
6/13/2016 21:35,9.993,9.618637524,0.374362476,0.357540803,0
6/13/2016 21:40,9.99,9.618883938,0.371116062,0.350026931,0
6/13/2016 21:45,9.987,9.619130353,0.367869647,0.342607024,0
6/13/2016 21:50,9.984,9.619376767,0.364623233,0.335280722,0
6/13/2016 21:55,9.981,9.619623182,0.361376818,0.328047661,0
6/13/2016 22:00,9.979,9.619869596,0.359130404,0.323097006,0
6/13/2016 22:05,9.976,9.6198866,0.3561134,0.316517881,0
6/13/2016 22:10,9.974,9.619903604,0.354096396,0.312163908,0
6/13/2016 22:15,9.972,9.619920608,0.352079392,0.307845468,0
6/13/2016 22:20,9.969,9.619937611,0.349062389,0.301452142,0
6/13/2016 22:25,9.966,9.619954615,0.346045385,0.29513782,0
6/13/2016 22:30,9.965,9.619971619,0.345028381,0.293027073,0
6/13/2016 22:35,9.962,9.619988623,0.342011377,0.286817915,0
6/13/2016 22:40,9.958,9.620005627,0.337994373,0.278672181,0
6/13/2016 22:45,9.955,9.62002263,0.33497737,0.272645103,0
6/13/2016 22:50,9.954,9.620039634,0.333960366,0.270630932,0
6/13/2016 22:55,9.951,9.620056638,0.330943362,0.264707528,0
6/13/2016 23:00,9.948,9.620073642,0.327926358,0.258861301,0
6/13/2016 23:05,9.945,9.619920693,0.325079307,0.253414902,0
6/13/2016 23:10,9.942,9.619767744,0.322232256,0.248036694,0
6/13/2016 23:15,9.939,9.619614795,0.319385205,0.242726414,0
6/13/2016 23:20,9.936,9.619461846,0.316538154,0.237483797,0
6/13/2016 23:25,9.932,9.619308897,0.312691103,0.230506778,0
6/13/2016 23:30,9.93,9.619155948,0.310844052,0.227200495,0
6/13/2016 23:35,9.927,9.619002999,0.307997001,0.222159274,0
6/13/2016 23:40,9.922,9.61885005,0.30314995,0.213729743,0
6/13/2016 23:45,9.918,9.618697101,0.299302899,0.207175826,0
6/13/2016 23:50,9.915,9.618544152,0.296455848,0.202402881,0
6/13/2016 23:55,9.91,9.618391203,0.291608797,0.194427538,0
6/14/2016 0:00,9.908,9.618238254,0.289761746,0.191438061,0
6/14/2016 0:05,9.903,9.61841667,0.28458333,0.183201979,0
6/14/2016 0:10,9.899,9.618595087,0.280404913,0.176711573,0
6/14/2016 0:15,9.896,9.618773503,0.277226497,0.171866713,0
6/14/2016 0:20,9.891,9.61895192,0.27204808,0.164142824,0
6/14/2016 0:25,9.888,9.619130336,0.268869664,0.159505486,0
6/14/2016 0:30,9.885,9.619308753,0.265691247,0.154946346,0
6/14/2016 0:35,9.882,9.619487169,0.262512831,0.150464996,0
6/14/2016 0:40,9.877,9.619665585,0.257334415,0.143329336,0
6/14/2016 0:45,9.875,9.619844002,0.255155998,0.140388509,0
6/14/2016 0:50,9.872,9.620022418,0.251977582,0.136162062,0
6/14/2016 0:55,9.868,9.620200835,0.247799165,0.130721448,0
6/14/2016 1:00,9.866,9.620379251,0.245620749,0.127936756,0
6/14/2016 1:05,9.863,9.620600198,0.242399802,0.123884038,0
6/14/2016 1:10,9.859,9.620821145,0.238178855,0.118689181,0
6/14/2016 1:15,9.858,9.621042092,0.236957908,0.11721095,0
6/14/2016 1:20,9.855,9.621263039,0.233736961,0.113363593,0
6/14/2016 1:25,9.852,9.621483986,0.230516014,0.109591756,0
6/14/2016 1:30,9.849,9.621704933,0.227295067,0.105894982,0
6/14/2016 1:35,9.847,9.62192588,0.22507412,0.103389419,0
6/14/2016 1:40,9.846,9.622146827,0.223853173,0.102027061,0
6/14/2016 1:45,9.844,9.622367774,0.221632226,0.099576164,0
6/14/2016 1:50,9.843,9.622588721,0.220411279,0.098243757,0
6/14/2016 1:55,9.84,9.622809668,0.217190332,0.094779453,0
6/14/2016 2:00,9.839,9.623030615,0.215969385,0.093485398,0
6/14/2016 2:05,9.837,9.622979638,0.214020362,0.091441381,0
6/14/2016 2:10,9.834,9.62292866,0.21107134,0.088399171,-0.1
6/14/2016 2:15,9.833,9.622877683,0.210122317,0.087433053,-0.1
6/14/2016 2:20,9.831,9.622826706,0.208173294,0.085468528,-0.1
6/14/2016 2:25,9.828,9.622775728,0.205224272,0.082545983,-0.1
6/14/2016 2:30,9.828,9.622724751,0.205275249,0.082595994,-0.1
6/14/2016 2:35,9.826,9.622673774,0.203326226,0.080696632,-0.1
6/14/2016 2:40,9.825,9.622622796,0.202377204,0.079781213,-0.1
6/14/2016 2:45,9.823,9.622571819,0.200428181,0.07792049,-0.1
6/14/2016 2:50,9.822,9.622520842,0.199479158,0.077023827,-0.1
6/14/2016 2:55,9.821,9.622469864,0.198530136,0.076133279,-0.1
6/14/2016 3:00,9.819,9.622418887,0.196581113,0.074323472,-0.1
6/14/2016 3:05,9.819,9.622495383,0.196504617,0.074252964,-0.1
6/14/2016 3:10,9.818,9.622571878,0.195428122,0.07326491,-0.1
6/14/2016 3:15,9.816,9.622648374,0.193351626,0.071381028,-0.1
6/14/2016 3:20,9.814,9.62272487,0.19127513,0.069526027,-0.1
6/14/2016 3:25,9.813,9.622801365,0.190198635,0.068575682,-0.1
6/14/2016 3:30,9.813,9.622877861,0.190122139,0.068508444,-0.1
6/14/2016 3:35,9.811,9.622954357,0.188045643,0.066698091,-0.1
6/14/2016 3:40,9.81,9.623030852,0.186969148,0.065770808,-0.1
6/14/2016 3:45,9.809,9.623107348,0.185892652,0.064851174,-0.1
6/14/2016 3:50,9.807,9.623183844,0.183816156,0.063098789,-0.1
6/14/2016 3:55,9.806,9.623260339,0.182739661,0.062201446,0
6/14/2016 4:00,9.806,9.623336835,0.182663165,0.06213797,0
6/14/2016 4:05,9.804,9.623481286,0.180518714,0.06037402,0
6/14/2016 4:10,9.804,9.623625738,0.180374262,0.060256275,0
6/14/2016 4:15,9.804,9.623770189,0.180229811,0.060138667,0
6/14/2016 4:20,9.802,9.62391464,0.17808536,0.058408621,0
6/14/2016 4:25,9.801,9.624059092,0.176940908,0.057497499,0
6/14/2016 4:30,9.8,9.624203543,0.175796457,0.056594816,0
6/14/2016 4:35,9.8,9.624347994,0.175652006,0.056481479,0
6/14/2016 4:40,9.8,9.624492446,0.175507554,0.056368276,0
6/14/2016 4:45,9.798,9.624636897,0.173363103,0.054703451,0
6/14/2016 4:50,9.8,9.624781348,0.175218652,0.056142272,0
6/14/2016 4:55,9.8,9.6249258,0.1750742,0.056029471,0
6/14/2016 5:00,9.8,9.625070251,0.174929749,0.055916803,0
6/14/2016 5:05,9.798,9.625367643,0.172632357,0.054142858,0
6/14/2016 5:10,9.798,9.625665034,0.172334966,0.053915689,0
6/14/2016 5:15,9.798,9.625962426,0.172037574,0.053689083,0
6/14/2016 5:20,9.798,9.626259818,0.171740182,0.053463039,0
6/14/2016 5:25,9.797,9.62655721,0.17044279,0.052483482,0
6/14/2016 5:30,9.797,9.626854601,0.170145399,0.05226045,0
6/14/2016 5:35,9.797,9.627151993,0.169848007,0.052037977,0
6/14/2016 5:40,9.798,9.627449385,0.170550615,0.052564485,0
6/14/2016 5:45,9.798,9.627746777,0.170253223,0.052341249,0
6/14/2016 5:50,9.798,9.628044168,0.169955832,0.052118574,0
6/14/2016 5:55,9.8,9.62834156,0.17165844,0.053401007,0
6/14/2016 6:00,9.8,9.628638952,0.171361048,0.05317568,0
6/14/2016 6:05,9.8,9.628757936,0.171242064,0.053085686,0
6/14/2016 6:10,9.801,9.62887692,0.17212308,0.053754179,0
6/14/2016 6:15,9.802,9.628995903,0.173004097,0.054427613,0
6/14/2016 6:20,9.802,9.629114887,0.172885113,0.054336375,0
6/14/2016 6:25,9.804,9.629233871,0.174766129,0.055789346,0
6/14/2016 6:30,9.806,9.629352855,0.176647145,0.05726499,0
6/14/2016 6:35,9.806,9.629471839,0.176528161,0.057170975,0
6/14/2016 6:40,9.807,9.629590823,0.177409177,0.057869277,0
6/14/2016 6:45,9.809,9.629709807,0.179290193,0.059376959,0
6/14/2016 6:50,9.81,9.62982879,0.18017121,0.060090994,0
6/14/2016 6:55,9.811,9.629947774,0.181052226,0.060810069,0
6/14/2016 7:00,9.813,9.630066758,0.182933242,0.062362252,0
6/14/2016 7:05,9.814,9.630262238,0.183737762,0.063033186,0
6/14/2016 7:10,9.818,9.630457717,0.187542283,0.066263548,0
6/14/2016 7:15,9.819,9.630653197,0.188346803,0.066958879,0
6/14/2016 7:20,9.821,9.630848677,0.190151323,0.068534092,0
6/14/2016 7:25,9.822,9.631044156,0.190955844,0.069243352,0
6/14/2016 7:30,9.823,9.631239636,0.191760364,0.069956923,0
6/14/2016 7:35,9.825,9.631435116,0.193564884,0.071573171,0
6/14/2016 7:40,9.828,9.631630595,0.196369405,0.074128431,0
6/14/2016 7:45,9.83,9.631826075,0.198173925,0.075800593,0
6/14/2016 7:50,9.833,9.632021555,0.200978445,0.078443201,0
6/14/2016 7:55,9.833,9.632217034,0.200782966,0.078257274,0
6/14/2016 8:00,9.835,9.632412514,0.202587486,0.079983518,0
